naziv,opis,datum_od,stevilo,sifra_prizorisca,kategorije_sifre,kategorije_nazivi
DAN Odprtih VRAT,otvoritev nov sezona rolanda tora ustanovitelj glasben gibalen sistem biodanz gibanje glasba povezati integrirati delovanje čustvovanje razmišljanje revitalizirati prenavljati čustvo najbolj pomemben del biodanza razvijanje človeški srčnost povezovanje življenje sprejeti brezplačen dar pridružiti ustvarjanje sočuten ustvarjalen družba primeren starost potreben plesen znanje potreben jeti dober volja radovednost,2019-09-25 20:00:00,105,800810453307915.0,"12,38","Dancing,Dance"
Marina Martensson - akustični koncert,intimen razkrit švedski pevka marina izjemen glas prihod slovenija let dotik poslušalec zadnji leto vokati predstvljati številen koncert turneja skupina laibach član glasben gostja let stalen zasedba prihajati ljubljana kjer ogreti večer poseben bolj intimen koncert izjemen uspešen album izdan švedski japonski trenuten glasba žanski bliže pop prevladujoč element jazza souti ustvarjati podpora odličen slovenski glasbenikov zasedba občinstvo navduševati marinin avtorski skladba oseben priredba znan napev marina vokati kitara mih koren basa kitara mih koretič kitara erika enos kugler boben martin roser tolkati več,2019-12-26 20:00:00,334,172346472972947.0,"2,6,16","Music,Concert,Kid Friendly"
Osrednja občinska proslava ob prazniku Mestne občine Velenje,četrtek september ura dom kultura velenje osrednji občinski proslava praznik mesten občina velenje september minevati let slavnosten odprtje nov središče mesto velenje slavnosten seja župan mesten občina velenje bojen kontič predsednica komisija priznanje aleksander vasiljević podeliti visok občinski priznanje grba plaketa mesten občina velenje plesen program pripravljati plesen teater velenje multimedijski umetnik stan špeči produkcija festival velenje prijazen vabiti slovesnost,2019-09-19 18:00:00,122,144845269801991.0,25,Art
Ivan Zak v Lajfu!,lajf zabava lajf prijatelj lajf kula dogodek tokrat lajf povabiti edin ivati zak hit naučiti tka krasti milion volja lajf petek cena vstopnica predprodaja dan koncert rezervacija miza možen nakup boati izbira rezervacija sprejemati infa lajfmbs vstop potreben zagotavljanje varnost hišen red pridruževati pravica pregled oseben dokument vhod vabiti,2020-04-24 22:00:00,556,101698298017436.0,15,Party
Posebni Gostje + Po drugi strani v Prulčku,stran stran kantavtorski glasben projekt bratov blaž nejec podobnik prelomnica skupen ustvarjanje uvrstitev slovenski popevka danes najraje nastopati intimen okolje kantavtor glasben sestava pogost glasben želja poslušalec skladba džina zaigrati tokrat poseben gostja poseben gostja videti napis iti običajen težek pričakovan dogodek znan glasbenik predstaviti različen gost sodelovati navada češnji smetan imeti rajši smetan češenje zato poseben gostja odločiti razlika običajen nastopanje rivalstvo uzreti malce pot pot prizadevati spodbujati pomagati ustvarjalec spraševati gostja vedno gostja poseben posebnost navada razumeti izstopajoč zato drzniti poseben posebnost imeti pogost upati pokazati poseben gostja stopiti korak smer posebnost skrivati kazati skupaj glasba zato vabiti pridružiti začutiti posebnost mogoč prepoznati posebnost deliti youtuba vljuden vabiti kozarec ljub napojiti vstop prost,2020-03-02 21:00:00,206,110116212471600.0,2,Music
?? Slovenski večer / ?????/ ?? / Sobota 30.11.2019,sobota slovenski večer nepozaben vrnitev skupina zanimivost lahek povedati član skupina bepop nejc domačin miren nejc natakar delati pivnica tragičen nesreča prehiter zapustiti nameniti par minuta skupaj punca bepop ladies zapeti sonce bepop ladies sonce odpeljati zaplesati skupina bepop super večer poskrbeti dje yoca popeljati nepozaben hit izvajalec gam over power dancers sebastian napoleon babilon fun uniqu bbti yoza hektor dad daz mali sreča potrditi dogodek komentar označiti prijatelj žura deti dogodek zid imeti dan dogodek teden sobota rojsten dan praznovati dobiti steklenica oseben dokument možnost predhoden miza dogodek poseben mesto praznovati rojsten dan dekliščina fantovščina družba pisati rezervirati fba privati sporočilo rezervirati prevoz eura dan dogodek vhod prelesje šentrupert slovenija,2019-11-30 21:00:00,940,139371466073168.0,38,Dance
Vikend plesa in sprostitve,čudovit okolje granda hotel bernardina pripraviti vikend ples sprostitev čakati odličen plesen delavnica primeren začetnik tokraten program izjemen pridružiti priznan psiholog mateja tušak pripraviti predavanje tema obvladovanje stres delavnica relaksacijski tehnika naštet volja razvajanje uživanje bazen morje odličen kulinaričen ponudba hotel plesen večer plesen nastop program primeren začetnik čakati november bernardin plesen delavnica predavanje plesen večer potekati bernardina plesen delavnica voditi učitelj mednaroden plesen licenca istd london daš kerin repinc saša krasnova pripraviti ugoden paketen program nastanitev različen hotel polpenzion program nastanitev polpenzion cena paketa vključen uporaba bazenski kompleks wellness storitev priznati popust turističen taksa plačati hotelski recepcija obdobje plesen vikend poseben ponudba nočitev oseba zajtrk večerja brezplačen parkiren kartica plesen delavnica več informacija kontaktirati samant salsas prijava možen zapolnitev mesto spleten stran volja prijavnica cenik primer pridružiti nočitev polpenzion potrebovati znešati cena celoten program oseba plesen par eura prijava informacija das plespluss sas salsas plesen delavnica primeren plesen para sola plesalec plesalka petek večerja plesen delavnica salsabachati plesen večer pijača dobrodošlica sobota zajtrk plesen delavnica foxtrota plesen delavnica čas kosilo bazen sprehod razvajanje predavanje obvladovanje stres delavnica relaksacijski tehnika ponovitven plesen delavnica večerja plesen večer plesen nastop četvorka skupinski ples nedelja zajtrk predavanje zgodovina ples plesen delavnica angleški valček plesen delavnica rumb ponovitven plesen delavnica zaključek,2019-11-08 20:00:00,106,149591185083075.0,38,Dance
Klapa Maslina - Dalmatinski večer,klap maslina naraven popeljati roden dalmacija glasben popotovanje država hrvaški žanr eten vstopnica naprej glasben večer poseben format klap maslina ponašati dolg bogat tradicija klapski petje sodelovanje uspešen arsen dedić jakš flamengo andreja baš uspešnica maslina neobrati mog pismo zvati oči plava mnog čelo izvrsten tenorist solist branko bubic dobitnik nagrada mesto šibenik šibeniški kninski okraj nagrada klap premik izvoren pesem popularen glasba uspel zadržati stil visok nivo zamuda pravi glasben potovanje prekrasen naraven ambient leten oder ruša vstopnica volja omejen število,2019-08-20 20:00:00,355,518751041655851.0,2,Music
SNiG predstavlja: BITKA Pesnikov - improvizirana komedija,snig predstavljati bitka pesnikov praviti beseda dober orožje bitka pesnikov improviziran šov skupina snig priča improvizator stati oborožen sladek rima domišljen primera prepustiti večer zabava smeh kjer manjkati legendaren citat igriv dialog neprijeten dober prizor zmagovalec boj poezija postati prejemnik nagrada poet let lep vabiti improviziran spektakel otvoritev sezona slovenski naroden impra gledališče snig predstava csk france prešeren karunov prinesti videti nastopajoč nanuta katja brezovar urban kavčič žati stereti žig regin david kristan kerna kristjan kolar gost večer urban kuntarič glasbenik luk seliškar cena predprodaja študent ostal cena dan dogodek študent ostal študentski popust lahek unovčiti izbrati željen število vstopnica klikniti dodati košarica blagajna klikniti napis levi zgoraj imeti kupona klikniti tukaj vnos koda vpisati promocijski koda snig čakati,2019-10-15 20:00:00,175,717882301739945.0,64,Comedy
Spominska slovesnost pri Ruski kapelici,spoštovan članica cenjen član drag prijatelj društvo slovenija rusija topel vabiti sobota julij ura srečati tradicionalen spominski slovesnost ruski kapelica vršič ponos sporočati letošnji spominski slovesnost ruski kapelica udeležiti delegacija ruski pravoslaven cerkev vodstvo škof istrinski seraf predsednik sinodalen oddelek mladina ruski pravoslaven cerkev spremstvo mešan pevski zbor sanktpeterburški duhoven akademija časten govor kulturen program popestriti študent akademija glasba ula akademija gledališče radio film televizija ula časten pokrovitelj spominski slovesnost slavnosten govornik predsednik državen zbor republika slovenija maga dejan židan ruski delegacija vodilo minister digitalen razvoj zveza množičen komunikacija konstantin nosek stoletnica univerza ljubljana zbran nagovoriti rektor profa igor papič prireditev kulturen vložko obogatiti študent akademija glasba ula akademija gledališče radio film televizija ula spominski molitev vodilo rektor sanktpeterburški duhoven akademija škof peterhofski seraf spremstvo mešan pevski zbor sanktpeterburški duhoven akademija končan uraden del sled prijateljski srečanje članov društvo slovenija rusija šotor center kranjski gora začeti druženje popestriti nastop mešan pevski zbor sanktpeterburški duhoven akademija folkloren društvo kres nov mesto kvarteta kalinek,2019-07-27 10:00:00,119,111740045509019.0,5,Other
Tečaj: C. G. Jung – Filozofija in psihologija,nov akropola organizirati tečaj predavanje filozofija psihologija jung predavanje potekati zaporeden petek wolfov ljubljana cena celoten tečaj obisk posamezen predavanje medsebojen povezanost tematika predviden lahek organizacija tečaj zaželiti obvezen predprijava sedež društvo elektronski naslov infa akropolaorg predavatelj ivati stjepan palajs švicarski psihiater careti gustava jung veljati utemeljitelj analitičen psihologija omejen teoretičen psihologija kliničen praksa zaobjemati alkimija mistika vzhoden zahoden filozofija astrologija številen področje lahek dati odgovor vprašanje smisel človekov življenje celoten življenje spremljati notranji preizpraševanje iskalo povezava filozofija religija alkimija sanja arhetip simbol utirati pot lasten individuacija ključen pojem jungov psihologija individuacija proces rast razvoj osebnost številen izkušnja drama življenje dosega zrelost celovitost danes obstajati različen pogled jung prispevek pojasnitev bistven psihičen proces človek materialističen usmerjen znanstvenik pristop nasprotovati bolj odprt duh danes najti navdih številen možnost uporaba jungov zapuščina človeštvo življenje izviren zelo vpliven mislec stoletje zato izrazit dinamičen mogoč zaobjet strog definiran znanstven okvir pomemben del zelo obsežen opus preobrazba simbol libid psihološki tip odnos jaz nezaveden psihologija religija psihologija alkimija mysterium coniunctionis človek simbol spomin sanja misel itd detajlen opis predavanje nahajati spleten stran knjiga jung spomin sanja misel,2020-02-28 18:00:00,503,155534251158984.0,5,Other
Techno Basics ~ Area51,areo klicati nov pustolovščina prepovedan ograja narezljan mreža podati zanka elektronik zlomljen techen sound samositi tokrat gost južen sosed hrvaški močen postopati stopnica prepoznavnost unikatnost grajenje močen klubski set kraundler dje tronica napaliti mešalka globok polovica floor klasičen razbiti rejverski sladkousec leto nabran izkušnja obilo lasten produkcija lina kraundler dje tronica samositi vstopninaentranec akcija polnoč pijača kupiti dobiti gratis aga limiti starosten omejitev xtima klub osojnikov cesta ptovati,2019-12-06 22:00:00,203,1551197985160217.0,15,Party
Spaceship Earth - EP release concert,spaceship earth trio vesoljec bolje razum zvok svetloba zaznamovati težek groov funky psihadelij blues korenina prepletati stoner rifa zelen koža potenje zasmrdeti umazan grung posadka sestavljati marka ježek kitara vokal pero kogovšek basa kitara ambrož močnik boben november menza korito predstaviti album ogrevanje poskrbeti darian mana banda kitara looper izvajati avtorski komad spekter segati delt blues francoski šanson začetek vstopnina,2019-11-15 21:30:00,215,281184868566096.0,25,Art
Na Šaleškem gradu strraaššiii,prihajati najbolj strašljiv dogodek daleč mlad pogumnež čarovnica izobčenec ostal grozljivezati pripravljati,2019-10-26 17:00:00,405,,"4,15,16","Volunteering,Party,Kid Friendly"
Pivo Fest Krvavec 2019,predstavljati naporen teden ustaviti petkov after work partyje spodnji postaja krvavški gondol petek spodnji postaja kabinski žičnica pivo nazdraviti konec poletje krvavec zavrteti velik hit slovenski tuj glasben scena skupina victory sobota čakati zabava poln dan krvavec edin vila resnik privati pivovarna laški predstavitev različen vrsta pivo zabava potekati pokrit prostor garaža spodnji postaja kabinski žičnica primer suh vreme ploščad blagajna dan poln zabava promocijski cena pivo pivski igra superec nagrada dimljen krvavški rebrca okusen pečen kostanj mičen točajka pivo pripraviti prihajajoč zimski sezona obet neskončen smučarski užitek nepozaben apres ski zabava krvavški plaža program petek začetek pivo festi pivski igra dje nastop skupina victory sobota začetek pivo festi pivski igra dje nastop vilija resnik videti pivo festi krvavec minister zdravje opozarjati uživanje alkohol lahek škodovati zdravje,2019-10-18 16:00:00,1091,175572447693.0,15,Party
