naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Car contest & show na festivalu Rocktronica,misliti lahek zmagati najbolj glasen najhud avtomobil slovenija hoc center pripravljati car contest festival zmelkoow titi mik prob car contest lahek prijaviti emaiti gmailc stran hoc center prijava zbirati nedelja avgust prijava vključiti ime priimek model avtomobil motor avtomobil tip izpušen sistem slika avtomobil ocenjevati glasnost avto kvaliteta zvok izgled avto glas ljudstvo starta vstopnina eura eura nakup vstopnica možen vhod dogodek contest vstopnina ostal dogodek edicija festival rocka glasba tokrat odviti nov lokacija nogometen igrišče turjak avtobusen postaja ljubljana minuta letošnji headliner dogodek otrok cvetje zmelkoow družba delati titi infected mik prob van ban štarta dneven aktivnost glasba standa gašper bergant pijača hrana lahek izkusiti lineup rocka zmelkoow infected titi mik prob van ban dneven aktivnost contest car show hoc center gašper bergant odbojka tatto wicked tatto frizura frizerski hiša marka,2019-08-10 16:00:00,694,10157536426732853,0,0.05035605410576787
Večer na vasi s skupino Zvita Feltna,pgd šti jurje prirejati večer vas skupina zvit felten hrana pijača bogat srečel poskrbeti domač gasilec gasilka dogodek velik šotor vabiti,2019-08-03 20:00:00,759,376955305678666,3,0.05303048339920569
Gourmet Over Mura,prvovrsten doživetje spoznavanje pomur gourmeti over mura grad murski sobota petek dalja vstopnina kuponček hrana pijača kupiti dan dogodek blagajna vhod letos prvič mednaroden sodelovanje gostujoč chef avstrija madžarski hrvaški slovenija gourmeti over mura postaja sinonim dober zgodba zapisan čutiti kulinaričen razvajanje kulinaričen popotovanje letošnji let grad murski sobota znova poskrbeti vrhunec letošnji zaključek poletje obiskovalec kulinaričen doživetje prvovrsten spoznavanje pomur doživel obogaten povezovanje gost razvajati slovenski mednaroden chef najbolj slovit rudolfa štefan max stiegti restravracija pelegrina navduševati sodoben različica dalmatinski jed nagrajen michelinov zvezdica zvzedica prejeti let danes restavracija guti purbach ustvarjati rep rilček krožnik ustvarjati mojstrov žeja poskrbeti vrhunski vinar pivovar,2019-09-06 19:00:00,1772,118415775744059,0,0.02891069615632214
MARTINOV KuhanČEK Na Koles'h NM& Šentjernej,potujoc kuhinja street food trucka martinov kuhan kolo gostovanje najboljs stajerski kuhan gin petek glaven trg rotovž nov mesto sodelovanje arkada sobota ura dalja dežela kikirika šentjernej odlicen tortilja pijaca,2019-11-22 09:00:00,570,2213825458876066,0,0.055782995072481384
All In Kite Party,kajter letos all nov klub squara prost vstop predhoden prijava fba event videti,2019-11-30 21:00:00,541,109340347105959,6,0.039978106529828
Božična čaga: Bajaga & Instruktori,prihajati legenda pop rocka zaključek svetoven turneja leten glasben kariera predskupina generacija vstopnica eventims,2019-12-25 21:00:00,544,211858835564998,4,0.04988207378247212
Space Party 2019,spaca party edinstven elektronski potovanje vesolje nazaj nepozaben noč poskrbeti dje goga plesalka svetloben efekt koktajl odličen lokacija bit nov hous techen hit usklajevati kraj dober znan michael lifa qunera kirby titi kdaj sobota lokacija trgovišče nogometen igrišče vstopnina,2019-08-24 20:00:00,524,416515412280894,6,0.08606621754975058
"Brucovanje štirih fakultet: EPF, FS, FKKT in FZV",letos bolj nor cel ulica nor ulica nor klicati cel ulica nor ulica nor morje nemiren zdeti epf združiti fkkt fzv najbolj nepozaben zdaj kje štuk kdaj oktober letos kingston najbolj nor hit poznati cel ulica nor delati galati nov hit magičen ostal hit moder nebo plesati sonce padalo dež republika banati boss noga pust sonce srce zmagovalec šourocka fati butlers hit vdati karta volje štuk zabava manjkati norob kingston karta prodaja štuk dan dogodek fakulteta prodaja karta fakulteta epf fzv fkkt,2019-10-22 22:00:00,1103,202091796475825,6,0.06747003877122591
Gringo trip (3/4 leta po Južni Ameriki),predavati katarina rok hočevar popotnik rok katarina lani december odločiti čas konkreten potovanje pustiti služba izseliti stanovanje ljubljana podati potovanje južen amerika začeti čilo kjer kupiti terenski avto nato odpraviti dogodivščina najprej odpraviti jug patagonija kjer občudovati ledenik hoditi treking upirati močen veter karnevati pričakati rio dejati janeir nato dan potepati vroč brazilija mesec potovanje vrniti sever čil skočiti velikonočen otok nato nadaljevati pot sever slediti obisk altiplan visokoležeč planota čudovit narava raztezati sever argentina čil boliviti perujati mesec redek zrak konstanten višina spustiti najprej amazonski džungla nato puščavnat obala perujati ekvador dejanski prečkati ekvator najesti svež banati kakati nato vstopiti divji kolumbiti priti severen konec južen amerika avto prodati odpraviti venezuela težek gospodarski kriza država naravnost čudovit potopisen predavanje potovati različen pokrajina srečati nenavaden žival prisluhniti številen popotniški prigoda,2019-10-16 19:00:00,501,134969600556,0,0.01501870389181908
Rastline v ljudski medicini na Slovenskem,vlast mlakar avtorica knjiga rastlina svet korenina cvet knjiga uporaba rastlina ljudski medicina izročilo slovenski star čas danes ljudski medicina temelj čaroven sredstvo dejanje izkustven bolezen zdravilen metoda prednik delen poznati zeliščarstvo del ljudski znanje rastlinski svet metoda naraven zdravljenje imeti slovenski izreden dolg tradicija povezan zdravilen rastlina zdravljenje močen razširjen preteklost blizek danes vabiti prijava zapolnitev mesto gmailc lekarniški muzej vlast mlakar,2019-11-09 17:00:00,557,2350767751873430,0,0.01487732735683234
Teden ruskega filma [prost vstop],sodelovanje veleposlaništvo ruski federacija slovenija leto prirejati tradicionalen teden ruski film popolnoma brezplačen mogoč ogledati zbira film ruski kinematografija pristen filmski navdušenec lahek ustvarjalec film projekcija prikazan vsebina razglabljati vstop projekcija prost brezplačen vstopnica lahek prevzeti fizičen blagajna rezervacija vstopnica mogoč vstopnica zagotoviti spleten sistem cena vstopnica več teden ruski film program globok reka mlad sin vrniti dom pomagalo oče brat izpolniti dobičkonosen naročilo sečnji les čas odsotnost spremeniti prekomeren delo kruh spopad prebivalec sosednji naselje nesposobnost članov družina izrazit ljubezen razumevanje drag rek trenutek lahek razliti odplakniti očetov hiša stoja sam breg liza katja mož mama živ majhen mestece provinca del tamkajšnji tovarna mat nenadoma zboleti zapustiti imetje sin katjin brat katja čut nepravičnost odločitev začeti boriti dediščina prizadevanje pridobitev namišljen blaginja katja odločiti najbolj obupan dejanje bratstvo leto dogajanje potek umik sovjetski četa afganistan poveljstvo divizija motoriziran puška načrtovati odhod prelaz salang kontrolirati skupina mudžahid vodstvo inženir hoš izvidnica poskušati skleniti premir dušman zadeva zakomplicirati ujet sovjetski vojaški pilot velik poezija zgodba fant imeti sanjati obiskovati pesniški krožek dom kultura petelinji boj naselje gastarbajter poskus najti pesniški vzdušje vsakdanji svet obkrožati pripeljati junak zaključek bančen rop edin bistven poetičen dejanje bik let gospodarstvo propad kriminalen drama odviti praktičen vogal mlad vodja kriminalen skupina anton bikov klicati vzdevek bik prisiljen služiti denar možen način preživljati družina balkanski meja jugoslavija let ruski enota poseben namen doba povelje prevzeti kontrola letališče slatina kosovo enota spopasti terorist neenak boj letališče hiteti ruski mirotvorec sila nato svet prag velik vojen poveljnik enota poseben namen andreja šatal imeti volja ukvarjati politika letališče talec ljubljen baraba poznati svetopisemski zgodba kristusov smrt vstajenje izgledati dogodek vidik baraba morilec pomilostiti množica jezus obrniti pomilostitev,2019-11-07 19:00:00,1392,710247339094342,0,0.042436243264261694
Teden ruskega filma [prost vstop],sodelovanje veleposlaništvo ruski federacija slovenija leto prirejati tradicionalen teden ruski film popolnoma brezplačen mogoč ogledati zbira film ruski kinematografija pristen filmski navdušenec lahek ustvarjalec film projekcija prikazan vsebina razglabljati vstop projekcija prost brezplačen vstopnica lahek prevzeti fizičen blagajna rezervacija vstopnica mogoč vstopnica zagotoviti spleten sistem cena vstopnica več teden ruski film program globok reka mlad sin vrniti dom pomagalo oče brat izpolniti dobičkonosen naročilo sečnji les čas odsotnost spremeniti prekomeren delo kruh spopad prebivalec sosednji naselje nesposobnost članov družina izrazit ljubezen razumevanje drag rek trenutek lahek razliti odplakniti očetov hiša stoja sam breg liza katja mož mama živ majhen mestece provinca del tamkajšnji tovarna mat nenadoma zboleti zapustiti imetje sin katjin brat katja čut nepravičnost odločitev začeti boriti dediščina prizadevanje pridobitev namišljen blaginja katja odločiti najbolj obupan dejanje bratstvo leto dogajanje potek umik sovjetski četa afganistan poveljstvo divizija motoriziran puška načrtovati odhod prelaz salang kontrolirati skupina mudžahid vodstvo inženir hoš izvidnica poskušati skleniti premir dušman zadeva zakomplicirati ujet sovjetski vojaški pilot velik poezija zgodba fant imeti sanjati obiskovati pesniški krožek dom kultura petelinji boj naselje gastarbajter poskus najti pesniški vzdušje vsakdanji svet obkrožati pripeljati junak zaključek bančen rop edin bistven poetičen dejanje bik let gospodarstvo propad kriminalen drama odviti praktičen vogal mlad vodja kriminalen skupina anton bikov klicati vzdevek bik prisiljen služiti denar možen način preživljati družina balkanski meja jugoslavija let ruski enota poseben namen doba povelje prevzeti kontrola letališče slatina kosovo enota spopasti terorist neenak boj letališče hiteti ruski mirotvorec sila nato svet prag velik vojen poveljnik enota poseben namen andreja šatal imeti volja ukvarjati politika letališče talec ljubljen baraba poznati svetopisemski zgodba kristusov smrt vstajenje izgledati dogodek vidik baraba morilec pomilostiti množica jezus obrniti pomilostitev,2019-11-07 19:00:00,792,710247339094342,0,0.042436243264261694
"Zbudi se, Ormož! 2020",ponoven prebujati ormož rezervirati glasen nastopiti letos prljav prljav rocka skupina sod popularen velik glasben skupina hrvaški nekdanji velikan kariera spisati zavidljiv število uspešnica zov mama dvomiti tudio koncert mesten grabiti poln dober znan hit odličen vzdušje buden banda izjemen vokalist violinist glasbenik nasploh četrt stoletje prisoten glasben področje sodelavec vlada kreslina zagotovo ostal spomin vodja zasedba posoda jür obdobje jür uspešen glasben pot nadaljevati sam zbrati odličen glasbenik koncert nastop buden banda koncert lahek uživati večen uspešnica sanja večen hvala mali nov glasba samostojen pot več dogodek sled kmalu klub ormoški,2020-05-23 10:00:00,1164,105594716141237,4,0.0670519897119748
Gasilska veselica z ans. Nemir,vljuden vabiti velik vrten veselica četrtek avgust smolenje vas gasilski dom zabava poskrbeti ansambel nemir hrana pijača domač gasilec vljuden vabiti,2019-08-15 17:00:00,930,625674654613062,3,0.07774521320363265
BEPOP Akustika - Miklavžev koncert v Astorii 6. 12. 2019,ekskluziven koncert otvoritev prenovljen kavarna astorio asociacija tinkara alenka omemba turneja popstars velik televizijski lov talent turneja evforiti spremljati doživel živ vedeti zadnji val zlat let slovenski pop muzik takrat premlad trenuten spogledovanje pop kultura let čutiti evforij nikoli polegel mogoč mali skriti potem punca simon podpora vrniti glasben odreti nazaj evforij tokrat spremljati ključnik bepopladies pričakovati pozitiven odziv izjemen podpora medij niz razprodan nastop pohvala račun troglasen petje prebuditi želja nov izziv postaviti polnokrven akustičen koncert spremstvo kitara tolkati kontrabasa prenovljen kavarna astorio svojevrsten ikon štajerski slovenski popkultura miklavž dan idealen okvir pripraviti ekskluziven bolj intimen manj energičen izvedba uspešnica sonce odpeljati lokomotiti zvezda sekirati dama pretkati slovenski zimzelenček mednaroden standard vsekakor zelo slog misel nastopati legendaren kavarna astorio ogrevanje bepop akustičen minimix dober jutro tvs ogled deljenje komentar všeček bepop akustik alenka husič glas praznik glas tinkar fortun glas jan potrč kitara luk ščavničar kontrabasa dejan tamša boben nastop bepop dekle nadaljevabji zabava poskrbeti julij tajan akustičen dueta happy viba kavarna astorio slovenski ulica maribor cena vstopnica eura koncert volja vstopnica predprodaja kavarna astorio dan deloven čas kavarna sreda naprej infa rezervacija miza gregor astoriakavarna gmailc,2019-12-06 20:00:00,889,428455901052819,4,0.06625361217337643
"Matter (support by Semch, Necropsi, Reps, Lazar)",matter matter kamniški trojec edinstven sodoben ant raperski slog postapokaliptičen boybanda meja ironija abstrakten beseden igra nesmiseln domislica konkreten družben angažmajati zvok kamniški gora abstrakten zmeda oblak rapa rapa mrk flow matter dvoživka živeti življenje čist pop zapleten podzemlje lucidnost naključen zmeda kamnikfoličen lokalnost abstrakten poezija slovenski raper družiti izključen dejstvo pogost poseči medij videospot jasen stilski pečat povezava youtuba support semch dje necrops reps lazar vstopnina predprodaja eura dan koncert eura,2020-02-29 21:00:00,504,334501009947618,6,0.06023799352503106
